folder_sk,compaction_id,is_bottom,prefix,seen,tombstones_seen,dropped,bytes_total,bytes_max,bytes_p10,bytes_p50,bytes_p90,bytes_p99,bytes_hist,blocks_dropped,blocks_kept,refs_dropped,refs_kept,reverse_refs_tombstoned,reverse_refs_kept,inbox_tombstoned,inbox_kept,seqs_pruned,seqs_kept,tombstones_pruned,files_kept,metadata_kept,kept
folder_0000000B,36,true,mr,22772,0,0,0,0,<8,<8,<8,<8,<8:22772,0,0,0,22520,0,22772,0,493,9,0,4,4178,2,49965
folder_0000000B,36,true,ms,9,0,9,653,79,<128,<128,<128,<128,<128:9,0,0,0,22520,0,22772,0,493,9,0,4,4178,2,49965
folder_0000000B,36,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,0,22520,0,22772,0,493,9,0,4,4178,2,49965
folder_0000000B,37,false,bd,1129,0,513,213516396,262144,>=128k,>=128k,>=128k,>=128k,"<32k:2,<64k:3,<128k:2,>=128k:1122",513,616,0,0,0,0,0,0,0,0,0,0,0,616
folder_0000000B,38,true,mb,22742,0,0,82780,4,<8,<8,<8,<8,<8:22742,0,0,0,22742,0,22994,0,489,4,0,2,4178,2,50405
folder_0000000B,38,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,0,22742,0,22994,0,489,4,0,2,4178,2,50405
folder_0000000B,38,true,mi,489,0,0,338042,78864,<128,<512,<1k,<3k,"<128:83,<512:355,<1k:30,<2k:13,<3k:4,<16k:1,<64k:2,<128k:1",0,0,0,22742,0,22994,0,489,4,0,2,4178,2,50405
folder_0000000B,38,true,mn,4180,0,2,2003926,83353,<512,<512,<512,<4k,"<128:251,<512:3637,<1k:127,<2k:81,<3k:31,<4k:33,<8k:6,<16k:5,<32k:2,<64k:4,<128k:3",0,0,0,22742,0,22994,0,489,4,0,2,4178,2,50405
folder_0000000B,38,true,mr,22994,0,0,0,0,<8,<8,<8,<8,<8:22994,0,0,0,22742,0,22994,0,489,4,0,2,4178,2,50405
folder_0000000B,38,true,ms,4,0,4,253,67,<128,<128,<128,<128,<128:4,0,0,0,22742,0,22994,0,489,4,0,2,4178,2,50405
folder_0000000B,38,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,0,22742,0,22994,0,489,4,0,2,4178,2,50405
folder_0000000B,39,true,mb,22958,0,0,83644,4,<8,<8,<8,<8,<8:22958,0,0,0,22958,0,23210,0,482,7,0,4,4177,2,50829
folder_0000000B,39,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,0,22958,0,23210,0,482,7,0,4,4177,2,50829
folder_0000000B,39,true,mi,482,0,0,337630,79664,<128,<512,<1k,<3k,"<128:79,<512:352,<1k:30,<2k:13,<3k:4,<16k:1,<64k:2,<128k:1",0,0,0,22958,0,23210,0,482,7,0,4,4177,2,50829
folder_0000000B,39,true,mn,4181,0,4,2003045,83353,<512,<512,<512,<4k,"<128:253,<512:3637,<1k:127,<2k:80,<3k:31,<4k:33,<8k:6,<16k:5,<32k:2,<64k:4,<128k:3",0,0,0,22958,0,23210,0,482,7,0,4,4177,2,50829
folder_0000000B,39,true,mr,23210,0,0,0,0,<8,<8,<8,<8,<8:23210,0,0,0,22958,0,23210,0,482,7,0,4,4177,2,50829
folder_0000000B,39,true,ms,7,0,7,442,67,<128,<128,<128,<128,<128:7,0,0,0,22958,0,23210,0,482,7,0,4,4177,2,50829
folder_0000000B,39,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,0,22958,0,23210,0,482,7,0,4,4177,2,50829
folder_0000000B,40,true,mb,23118,0,0,84284,4,<8,<8,<8,<8,<8:23118,0,0,0,23118,0,23375,0,476,6,0,3,4177,2,51148
folder_0000000B,40,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,0,23118,0,23375,0,476,6,0,3,4177,2,51148
folder_0000000B,40,true,mi,476,0,0,336419,80264,<128,<512,<1k,<3k,"<128:76,<512:350,<1k:29,<2k:13,<3k:4,<16k:1,<64k:2,<128k:1",0,0,0,23118,0,23375,0,476,6,0,3,4177,2,51148
folder_0000000B,40,true,mn,4180,0,3,2002935,83353,<512,<512,<512,<4k,"<128:252,<512:3637,<1k:127,<2k:80,<3k:31,<4k:33,<8k:6,<16k:5,<32k:2,<64k:4,<128k:3",0,0,0,23118,0,23375,0,476,6,0,3,4177,2,51148
folder_0000000B,40,true,mr,23375,0,0,0,0,<8,<8,<8,<8,<8:23375,0,0,0,23118,0,23375,0,476,6,0,3,4177,2,51148
folder_0000000B,40,true,ms,6,0,6,373,67,<128,<128,<128,<128,<128:6,0,0,0,23118,0,23375,0,476,6,0,3,4177,2,51148
folder_0000000B,40,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,0,23118,0,23375,0,476,6,0,3,4177,2,51148
folder_0000000B,41,true,mb,23297,0,15,85000,4,<8,<8,<8,<8,<8:23297,0,0,15,23282,15,23570,0,464,12,0,6,4177,2,51495
folder_0000000B,41,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,15,23282,15,23570,0,464,12,0,6,4177,2,51495
folder_0000000B,41,true,mi,464,0,0,333687,80964,<128,<512,<1k,<3k,"<128:70,<512:346,<1k:28,<2k:12,<3k:4,<16k:1,<64k:2,<128k:1",0,0,15,23282,15,23570,0,464,12,0,6,4177,2,51495
folder_0000000B,41,true,mn,4183,0,6,2003283,83353,<512,<512,<512,<4k,"<128:255,<512:3637,<1k:127,<2k:80,<3k:31,<4k:33,<8k:6,<16k:5,<32k:2,<64k:4,<128k:3",0,0,15,23282,15,23570,0,464,12,0,6,4177,2,51495
folder_0000000B,41,true,mr,23585,0,15,0,0,<8,<8,<8,<8,<8:23585,0,0,15,23282,15,23570,0,464,12,0,6,4177,2,51495
folder_0000000B,41,true,ms,12,0,12,654,59,<128,<128,<128,<128,<128:12,0,0,15,23282,15,23570,0,464,12,0,6,4177,2,51495
folder_0000000B,41,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,15,23282,15,23570,0,464,12,0,6,4177,2,51495
folder_0000000B,42,true,mb,23446,0,0,85596,4,<8,<8,<8,<8,<8:23446,0,0,0,23446,0,23734,0,419,45,0,30,4162,2,51763
folder_0000000B,42,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,0,23446,0,23734,0,419,45,0,30,4162,2,51763
folder_0000000B,42,true,mi,419,0,0,327268,81560,<128,<512,<1k,<3k,"<128:50,<512:321,<1k:28,<2k:12,<3k:4,<16k:1,<64k:2,<128k:1",0,0,0,23446,0,23734,0,419,45,0,30,4162,2,51763
folder_0000000B,42,true,mn,4192,0,30,2003465,83353,<512,<512,<512,<4k,"<128:269,<512:3632,<1k:127,<2k:80,<3k:31,<4k:33,<8k:6,<16k:5,<32k:2,<64k:4,<128k:3",0,0,0,23446,0,23734,0,419,45,0,30,4162,2,51763
folder_0000000B,42,true,mr,23734,0,0,0,0,<8,<8,<8,<8,<8:23734,0,0,0,23446,0,23734,0,419,45,0,30,4162,2,51763
folder_0000000B,42,true,ms,45,0,45,3008,116,<128,<128,<128,<128,<128:45,0,0,0,23446,0,23734,0,419,45,0,30,4162,2,51763
folder_0000000B,42,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,0,23446,0,23734,0,419,45,0,30,4162,2,51763
folder_0000000B,43,false,bd,905,0,899,236029820,262144,>=128k,>=128k,>=128k,>=128k,"<16k:1,<128k:5,>=128k:899",899,6,0,0,0,0,0,0,0,0,0,0,0,6
folder_0000000B,44,true,mb,23660,0,275,86452,4,<8,<8,<8,<8,<8:23660,0,0,275,23385,275,23673,0,391,28,0,14,4162,2,51613
folder_0000000B,44,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,275,23385,275,23673,0,391,28,0,14,4162,2,51613
folder_0000000B,44,true,mi,391,0,0,322540,82360,<128,<512,<1k,<16k,"<128:50,<512:293,<1k:28,<2k:12,<3k:4,<16k:1,<64k:2,<128k:1",0,0,275,23385,275,23673,0,391,28,0,14,4162,2,51613
folder_0000000B,44,true,mn,4176,0,14,2001992,83353,<512,<512,<512,<4k,"<128:249,<512:3636,<1k:127,<2k:80,<3k:31,<4k:33,<8k:6,<16k:5,<32k:2,<64k:4,<128k:3",0,0,275,23385,275,23673,0,391,28,0,14,4162,2,51613
folder_0000000B,44,true,mr,23948,0,275,0,0,<8,<8,<8,<8,<8:23948,0,0,275,23385,275,23673,0,391,28,0,14,4162,2,51613
folder_0000000B,44,true,ms,28,0,28,2674,98,<128,<128,<128,<128,<128:28,0,0,275,23385,275,23673,0,391,28,0,14,4162,2,51613
folder_0000000B,44,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,275,23385,275,23673,0,391,28,0,14,4162,2,51613
folder_0000000B,45,true,mb,24363,0,2,89216,4,<8,<8,<8,<8,<8:24363,0,0,2,24361,2,24653,0,960,432,0,237,4120,2,54096
folder_0000000B,45,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,2,24361,2,24653,0,960,432,0,237,4120,2,54096
folder_0000000B,45,true,mi,960,0,0,451308,83340,<128,<512,<512,<3k,"<128:114,<512:774,<1k:39,<2k:23,<3k:7,<64k:2,<128k:1",0,0,2,24361,2,24653,0,960,432,0,237,4120,2,54096
folder_0000000B,45,true,mn,4357,0,237,2043155,83353,<512,<512,<512,<4k,"<128:395,<512:3669,<1k:127,<2k:76,<3k:33,<4k:36,<8k:6,<16k:6,<32k:2,<64k:4,<128k:3",0,0,2,24361,2,24653,0,960,432,0,237,4120,2,54096
folder_0000000B,45,true,mr,24655,0,2,0,0,<8,<8,<8,<8,<8:24655,0,0,2,24361,2,24653,0,960,432,0,237,4120,2,54096
folder_0000000B,45,true,ms,432,0,432,30238,124,<128,<128,<128,<128,"<32:14,<128:418",0,0,2,24361,2,24653,0,960,432,0,237,4120,2,54096
folder_0000000B,45,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,2,24361,2,24653,0,960,432,0,237,4120,2,54096
folder_0000000B,46,true,mb,25128,0,299,92275,4,<8,<8,<8,<8,<8:25128,0,0,299,24829,302,25122,0,591,369,0,159,4171,2,54715
folder_0000000B,46,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,299,24829,302,25122,0,591,369,0,159,4171,2,54715
folder_0000000B,46,true,mi,591,0,0,312274,83340,<128,<512,<512,<3k,"<128:81,<512:452,<1k:30,<2k:19,<3k:7,<64k:1,<128k:1",0,0,299,24829,302,25122,0,591,369,0,159,4171,2,54715
folder_0000000B,46,true,mn,4330,0,159,2118612,83353,<512,<512,<512,<4k,"<128:313,<512:3715,<1k:132,<2k:77,<3k:33,<4k:38,<8k:6,<16k:6,<32k:2,<64k:5,<128k:3",0,0,299,24829,302,25122,0,591,369,0,159,4171,2,54715
folder_0000000B,46,true,mr,25424,0,302,0,0,<8,<8,<8,<8,<8:25424,0,0,299,24829,302,25122,0,591,369,0,159,4171,2,54715
folder_0000000B,46,true,ms,369,0,369,30446,122,<128,<128,<128,<128,"<32:1,<128:368",0,0,299,24829,302,25122,0,591,369,0,159,4171,2,54715
folder_0000000B,46,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,299,24829,302,25122,0,591,369,0,159,4171,2,54715
folder_0000000B,47,true,mb,25104,0,0,92179,4,<8,<8,<8,<8,<8:25104,0,0,0,25104,0,25397,0,571,20,0,1,4189,2,55263
folder_0000000B,47,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,0,25104,0,25397,0,571,20,0,1,4189,2,55263
folder_0000000B,47,true,mi,571,0,0,295877,83340,<128,<512,<512,<3k,"<128:80,<512:450,<1k:20,<2k:12,<3k:7,<64k:1,<128k:1",0,0,0,25104,0,25397,0,571,20,0,1,4189,2,55263
folder_0000000B,47,true,mn,4190,0,1,2114937,83353,<512,<512,<512,<4k,"<128:250,<512:3622,<1k:141,<2k:84,<3k:33,<4k:38,<8k:6,<16k:6,<32k:2,<64k:5,<128k:3",0,0,0,25104,0,25397,0,571,20,0,1,4189,2,55263
folder_0000000B,47,true,mr,25397,0,0,0,0,<8,<8,<8,<8,<8:25397,0,0,0,25104,0,25397,0,571,20,0,1,4189,2,55263
folder_0000000B,47,true,ms,20,0,20,1461,84,<128,<128,<128,<128,<128:20,0,0,0,25104,0,25397,0,571,20,0,1,4189,2,55263
folder_0000000B,47,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,0,25104,0,25397,0,571,20,0,1,4189,2,55263
folder_0000000B,48,true,mb,25396,0,27,93347,4,<8,<8,<8,<8,<8:25396,0,0,27,25369,27,25662,0,541,30,0,1,4217,2,55791
folder_0000000B,48,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,27,25369,27,25662,0,541,30,0,1,4217,2,55791
folder_0000000B,48,true,mi,541,0,0,276254,83340,<128,<512,<512,<2k,"<128:79,<512:431,<1k:16,<2k:10,<3k:3,<64k:1,<128k:1",0,0,27,25369,27,25662,0,541,30,0,1,4217,2,55791
folder_0000000B,48,true,mn,4218,0,1,2134512,83353,<512,<512,<512,<4k,"<128:250,<512:3641,<1k:144,<2k:86,<3k:37,<4k:38,<8k:6,<16k:6,<32k:2,<64k:5,<128k:3",0,0,27,25369,27,25662,0,541,30,0,1,4217,2,55791
folder_0000000B,48,true,mr,25689,0,27,0,0,<8,<8,<8,<8,<8:25689,0,0,27,25369,27,25662,0,541,30,0,1,4217,2,55791
folder_0000000B,48,true,ms,30,0,30,1972,108,<128,<128,<128,<128,<128:30,0,0,27,25369,27,25662,0,541,30,0,1,4217,2,55791
folder_0000000B,48,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,27,25369,27,25662,0,541,30,0,1,4217,2,55791
folder_0000000B,49,true,mb,25708,0,0,94595,4,<8,<8,<8,<8,<8:25708,0,0,0,25708,0,26001,0,459,82,0,3,4293,2,56463
folder_0000000B,49,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,0,25708,0,26001,0,459,82,0,3,4293,2,56463
folder_0000000B,49,true,mi,459,0,0,165792,50579,<128,<512,<512,<2k,"<128:76,<512:361,<1k:14,<2k:5,<3k:2,<64k:1",0,0,0,25708,0,26001,0,459,82,0,3,4293,2,56463
folder_0000000B,49,true,mn,4296,0,3,2242763,83353,<512,<512,<512,<4k,"<128:252,<512:3710,<1k:144,<2k:92,<3k:37,<4k:38,<8k:6,<16k:6,<32k:2,<64k:5,<128k:4",0,0,0,25708,0,26001,0,459,82,0,3,4293,2,56463
folder_0000000B,49,true,mr,26001,0,0,0,0,<8,<8,<8,<8,<8:26001,0,0,0,25708,0,26001,0,459,82,0,3,4293,2,56463
folder_0000000B,49,true,ms,82,0,82,5104,101,<128,<128,<128,<128,"<32:1,<128:81",0,0,0,25708,0,26001,0,459,82,0,3,4293,2,56463
folder_0000000B,49,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,0,25708,0,26001,0,459,82,0,3,4293,2,56463
folder_0000000B,50,true,mb,26105,0,0,96183,4,<8,<8,<8,<8,<8:26105,0,0,0,26105,0,26400,0,296,163,0,12,4432,2,57235
folder_0000000B,50,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,0,26105,0,26400,0,296,163,0,12,4432,2,57235
folder_0000000B,50,true,mi,296,0,0,119721,50579,<128,<512,<512,<2k,"<128:66,<512:219,<1k:7,<2k:2,<3k:1,<64k:1",0,0,0,26105,0,26400,0,296,163,0,12,4432,2,57235
folder_0000000B,50,true,mn,4444,0,12,2284929,83353,<512,<512,<512,<4k,"<128:259,<512:3842,<1k:149,<2k:95,<3k:38,<4k:38,<8k:6,<16k:6,<32k:2,<64k:5,<128k:4",0,0,0,26105,0,26400,0,296,163,0,12,4432,2,57235
folder_0000000B,50,true,mr,26400,0,0,0,0,<8,<8,<8,<8,<8:26400,0,0,0,26105,0,26400,0,296,163,0,12,4432,2,57235
folder_0000000B,50,true,ms,163,0,163,12047,110,<128,<128,<128,<128,<128:163,0,0,0,26105,0,26400,0,296,163,0,12,4432,2,57235
folder_0000000B,50,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,0,26105,0,26400,0,296,163,0,12,4432,2,57235
folder_0000000B,51,false,bd,2042,0,141,246828798,262144,<64k,>=128k,>=128k,>=128k,"<8k:28,<16k:42,<32k:50,<64k:90,<128k:237,>=128k:1595",141,1901,0,0,0,0,0,0,0,0,0,0,0,1901
folder_0000000B,52,true,mb,27538,0,2,101915,4,<8,<8,<8,<8,<8:27538,0,0,2,27536,2,27831,0,501,956,0,525,4362,52,60282
folder_0000000B,52,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,2,27536,2,27831,0,501,956,0,525,4362,52,60282
folder_0000000B,52,true,mi,501,49,0,2738122,50579,<512,<512,<64k,<64k,"<8:49,<512:378,<1k:2,<2k:2,<64k:70",0,0,2,27536,2,27831,0,501,956,0,525,4362,52,60282
folder_0000000B,52,true,mn,4887,0,525,2317617,83353,<512,<512,<512,<4k,"<128:316,<512:4228,<1k:149,<2k:95,<3k:39,<4k:38,<8k:6,<16k:6,<32k:2,<64k:4,<128k:4",0,0,2,27536,2,27831,0,501,956,0,525,4362,52,60282
folder_0000000B,52,true,mr,27833,0,2,0,0,<8,<8,<8,<8,<8:27833,0,0,2,27536,2,27831,0,501,956,0,525,4362,52,60282
folder_0000000B,52,true,ms,956,0,956,97927,124,<128,<128,<128,<128,"<32:10,<128:946",0,0,2,27536,2,27831,0,501,956,0,525,4362,52,60282
folder_0000000B,52,true,mx,51,0,0,357,7,<8,<8,<8,<8,<8:51,0,0,2,27536,2,27831,0,501,956,0,525,4362,52,60282
folder_0000000B,53,true,mb,28304,0,0,104979,4,<8,<8,<8,<8,<8:28304,0,0,0,28304,0,28599,0,156,1154,0,559,4398,2,61459
folder_0000000B,53,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,0,28304,0,28599,0,156,1154,0,559,4398,2,61459
folder_0000000B,53,true,mi,156,0,0,87344,50579,<512,<512,<512,<512,"<512:155,<64k:1",0,0,0,28304,0,28599,0,156,1154,0,559,4398,2,61459
folder_0000000B,53,true,mn,4957,0,559,2380731,83353,<512,<512,<512,<4k,"<128:249,<512:4364,<1k:149,<2k:95,<3k:39,<4k:38,<8k:6,<16k:6,<32k:2,<64k:5,<128k:4",0,0,0,28304,0,28599,0,156,1154,0,559,4398,2,61459
folder_0000000B,53,true,mr,28599,0,0,0,0,<8,<8,<8,<8,<8:28599,0,0,0,28304,0,28599,0,156,1154,0,559,4398,2,61459
folder_0000000B,53,true,ms,1154,0,1154,133622,122,<128,<128,<128,<128,<128:1154,0,0,0,28304,0,28599,0,156,1154,0,559,4398,2,61459
folder_0000000B,53,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,0,28304,0,28599,0,156,1154,0,559,4398,2,61459
folder_0000000B,54,true,mb,29127,0,0,108271,4,<8,<8,<8,<8,<8:29127,0,0,0,29127,0,29465,0,332,804,0,374,4454,2,63380
folder_0000000B,54,true,md,1,0,0,15,15,<32,<32,<32,<32,<32:1,0,0,0,29127,0,29465,0,332,804,0,374,4454,2,63380
folder_0000000B,54,true,mi,332,0,0,139557,50579,<512,<512,<512,<1k,"<512:306,<1k:25,<64k:1",0,0,0,29127,0,29465,0,332,804,0,374,4454,2,63380
folder_0000000B,54,true,mn,4828,0,374,2363806,83353,<512,<512,<512,<4k,"<128:249,<512:4238,<1k:146,<2k:95,<3k:39,<4k:38,<8k:6,<16k:6,<32k:2,<64k:5,<128k:4",0,0,0,29127,0,29465,0,332,804,0,374,4454,2,63380
folder_0000000B,54,true,mr,29465,0,0,0,0,<8,<8,<8,<8,<8:29465,0,0,0,29127,0,29465,0,332,804,0,374,4454,2,63380
folder_0000000B,54,true,ms,804,0,804,97102,126,<128,<128,<128,<128,<128:804,0,0,0,29127,0,29465,0,332,804,0,374,4454,2,63380
folder_0000000B,54,true,mx,1,0,0,7,7,<8,<8,<8,<8,<8:1,0,0,0,29127,0,29465,0,332,804,0,374,4454,2,63380
folder_0000000C,1,true,mb,13,0,0,39,3,<8,<8,<8,<8,<8:13,0,0,0,13,0,13,0,0,4,0,4,26,2,54
folder_0000000C,1,true,md,1,0,0,14,14,<32,<32,<32,<32,<32:1,0,0,0,13,0,13,0,0,4,0,4,26,2,54
folder_0000000C,1,true,mn,30,0,4,34326,3610,<128,<512,<4k,<4k,"<128:10,<512:6,<1k:3,<2k:2,<3k:5,<4k:4",0,0,0,13,0,13,0,0,4,0,4,26,2,54
folder_0000000C,1,true,mr,13,0,0,0,0,<8,<8,<8,<8,<8:13,0,0,0,13,0,13,0,0,4,0,4,26,2,54
folder_0000000C,1,true,ms,4,0,4,69,27,<32,<32,<32,<32,<32:4,0,0,0,13,0,13,0,0,4,0,4,26,2,54
folder_0000000C,1,true,mx,1,0,0,5,5,<8,<8,<8,<8,<8:1,0,0,0,13,0,13,0,0,4,0,4,26,2,54
